CHR	END	s_5_1_sequence.WB66
chr1	9519569	5
chr1	40970094	3
chr1	151971977	5
chr1	229168663	6
chr1	249250621	4
chr2	135295786	4
chr2	243199373	3
chr3	7326306	6
chr3	18615505	3
chr3	39741398	5
chr3	138607478	3
chr3	142166212	5
chr3	150912366	3
chr3	165382098	5
chr3	168995079	3
chr3	172588156	6
chr3	177995365	3
chr3	184298225	5
chr3	193083313	7
chr3	198022430	4
chr4	48710795	2
chr4	61101658	5
chr4	88039704	4
chr4	121139338	5
chr4	180020486	3
chr4	190430544	2
chr4	191154276	4
chr5	45391762	4
chr5	137814059	2
chr5	147792446	4
chr5	153737248	6
chr5	180915260	4
chr6	8752008	2
chr6	27434503	6
chr6	120301813	3
chr6	171115067	4
chr7	113473261	7
chr7	131640831	12
chr7	133539326	2
chr7	159138663	4
chr8	42273452	3
chr8	70228761	4
chr8	82110278	17
chr8	87087149	3
chr8	92531972	11
chr8	98491389	1
chr8	104746037	3
chr8	107846783	1
chr8	112486236	3
chr8	120915942	24
chr8	124735761	48
chr8	129496443	11
chr8	131874870	4
chr8	142373059	3
chr8	146364022	4
chr9	37976960	3
chr9	141213431	4
chr10	29736992	4
chr10	33138929	2
chr10	56523934	4
chr10	58567876	9
chr10	71250612	6
chr10	82278835	8
chr10	112964865	2
chr10	135534747	3
chr11	135006516	4
chr12	13933275	4
chr12	29008053	3
chr12	116250100	4
chr12	123433785	2
chr12	133851895	3
chr13	22938979	4
chr13	32239954	3
chr13	63978420	4
chr13	87068939	3
chr13	94749122	4
chr13	115169878	6
chr14	85159226	4
chr14	92343342	8
chr14	107349540	3
chr15	102531392	4
chr16	61460392	4
chr16	90354753	2
chr17	21676807	2
chr17	28897026	6
chr17	37190590	2
chr17	39747085	13
chr17	60422378	2
chr17	81195210	6
chr18	32439918	3
chr18	53590353	2
chr18	58842528	3
chr18	68118395	4
chr18	69674633	3
chr18	78077248	4
chr19	20187966	3
chr19	24058117	0
chr19	59128983	4
chr20	30123807	7
chr20	32692781	4
chr20	37837944	9
chr20	40894082	4
chr20	44484160	8
chr20	51100068	11
chr20	57354714	14
chr20	63025520	7
chr21	48129895	3
chr22	46572742	3
chr22	51304566	5
chrX	54630132	4
chrX	75059022	5
chrX	78412043	3
chrX	155270560	2
chrY	59373566	0
