CHR	END	s_5_1_sequence.WB65
chr1	8218618	5
chr1	40624508	3
chr1	229153656	5
chr1	249250621	4
chr2	2347070	8
chr2	22906594	4
chr2	23932798	7
chr2	78477084	3
chr2	133235952	4
chr2	237291829	3
chr2	243199373	4
chr3	8283058	6
chr3	35682239	4
chr3	39813565	7
chr3	139129930	3
chr3	141579287	7
chr3	150411516	3
chr3	172588156	5
chr3	178221204	3
chr3	198022430	6
chr4	37325092	2
chr4	46115978	1
chr4	48680292	3
chr4	122683038	5
chr4	189901912	3
chr4	191154276	5
chr5	45331995	4
chr5	137921339	2
chr5	147792446	3
chr5	153988668	6
chr5	180915260	4
chr6	9759262	2
chr6	24627094	6
chr6	120819626	3
chr6	171115067	4
chr7	113519853	6
chr7	131669157	10
chr7	159138663	4
chr8	50565483	3
chr8	71135098	4
chr8	82137489	15
chr8	87087149	3
chr8	92481395	9
chr8	112486236	2
chr8	121012306	24
chr8	124730761	44
chr8	129496443	11
chr8	146364022	3
chr9	38147997	3
chr9	141213431	4
chr10	4138442	6
chr10	29485174	4
chr10	33154694	2
chr10	57012808	4
chr10	82372336	6
chr10	117232148	2
chr10	135534747	3
chr11	135006516	4
chr12	10866526	4
chr12	28483444	3
chr12	116255121	4
chr12	123963410	2
chr12	133851895	4
chr13	85863588	3
chr13	93203147	4
chr13	115169878	6
chr14	85144021	4
chr14	92343342	8
chr14	107349540	3
chr15	102531392	4
chr16	60888505	4
chr16	90354753	2
chr17	21498029	2
chr17	28897026	6
chr17	37190590	2
chr17	39539411	12
chr17	60422378	2
chr17	81195210	5
chr18	33986864	3
chr18	53185840	2
chr18	78077248	3
chr19	20217478	3
chr19	24058117	0
chr19	59128983	4
chr20	25599348	7
chr20	33209681	4
chr20	37837944	8
chr20	40914124	4
chr20	44489206	6
chr20	60694414	11
chr20	63025520	6
chr21	15665296	4
chr21	43918837	3
chr21	48129895	5
chr22	51304566	3
chrX	76844489	4
chrX	155270560	2
chrY	59373566	0
