CHR	END	s_5_1_sequence.WB35
chr1	8870959	5
chr1	40424328	3
chr1	119780858	5
chr1	229046152	7
chr1	249250621	4
chr2	133220833	4
chr2	243199373	3
chr3	7341651	6
chr3	19059246	3
chr3	39803397	5
chr3	139039425	3
chr3	142171212	6
chr3	150907300	3
chr3	168995079	4
chr3	172588156	6
chr3	177878501	3
chr3	180297876	4
chr3	195121117	6
chr3	198022430	4
chr4	47682446	2
chr4	92384279	5
chr4	120616761	6
chr4	191154276	4
chr5	14073977	4
chr5	20337568	3
chr5	50012664	4
chr5	51571360	2
chr5	128669362	3
chr5	137921339	2
chr5	147752435	5
chr5	154497930	7
chr5	180915260	5
chr6	8819193	2
chr6	24622093	6
chr6	27461594	5
chr6	120286813	3
chr6	171115067	4
chr7	71376500	7
chr7	83887287	6
chr7	113519853	7
chr7	131674157	12
chr7	133156871	2
chr7	159138663	4
chr8	43225125	3
chr8	71190753	4
chr8	82137489	20
chr8	87087149	6
chr8	92511972	15
chr8	112486236	2
chr8	120991567	29
chr8	124745763	52
chr8	129491443	14
chr8	146364022	3
chr9	41538656	3
chr9	141213431	4
chr10	29774504	4
chr10	33154694	2
chr10	57034426	4
chr10	61677786	7
chr10	70927191	6
chr10	82278835	7
chr10	112929056	2
chr10	135534747	3
chr11	135006516	4
chr12	13973451	4
chr12	27971976	3
chr12	116280249	4
chr12	123963410	2
chr12	133851895	3
chr13	95244425	3
chr13	115169878	5
chr14	46000753	5
chr14	57948243	3
chr14	85652505	5
chr14	92687364	8
chr14	107349540	3
chr15	68452525	4
chr15	102531392	3
chr16	4811625	3
chr16	31192332	4
chr16	46546690	6
chr16	61733785	4
chr16	90354753	2
chr17	21676807	2
chr17	28897026	8
chr17	37190590	2
chr17	39757087	15
chr17	60422378	2
chr17	81195210	5
chr18	32424918	3
chr18	48872985	2
chr18	51471560	1
chr18	54730858	2
chr18	78077248	3
chr19	20338200	3
chr19	24058117	0
chr19	59128983	4
chr20	44463849	7
chr20	51100068	11
chr20	57737436	14
chr20	63025520	7
chr21	48129895	4
chr22	46547458	4
chr22	51304566	6
chrX	54114060	4
chrX	65090937	5
chrX	77900988	4
chrX	134709722	2
chrX	155270560	3
chrY	59373566	0
