CHR	END	s_5_1_sequence.WB38
chr1	9323103	5
chr1	40493046	3
chr1	156165562	5
chr1	229148622	6
chr1	249250621	4
chr2	133698059	4
chr2	243199373	3
chr3	7346735	6
chr3	19135519	3
chr3	39853648	5
chr3	138607478	3
chr3	142214752	8
chr3	150922449	3
chr3	165296600	6
chr3	168995079	3
chr3	172588156	7
chr3	177985365	3
chr3	192893858	7
chr3	198022430	5
chr4	47677446	2
chr4	88247034	4
chr4	103800817	5
chr4	105928326	3
chr4	119397131	5
chr4	122683038	4
chr4	191154276	3
chr5	45355841	5
chr5	128613009	3
chr5	137824388	2
chr5	147772435	4
chr5	153988668	6
chr5	180915260	4
chr6	8844501	2
chr6	27439526	6
chr6	120301813	3
chr6	171115067	4
chr7	113493261	7
chr7	128420820	13
chr7	131660831	10
chr7	133091221	3
chr7	159138663	4
chr8	43255011	3
chr8	71185748	4
chr8	82137489	21
chr8	87087149	5
chr8	92607514	14
chr8	98533798	1
chr8	104761982	3
chr8	109406073	1
chr8	112486236	5
chr8	121168225	31
chr8	124755896	55
chr8	129496443	15
chr8	131486877	5
chr8	141844270	3
chr8	146364022	6
chr9	37991960	3
chr9	138776968	4
chr9	141213431	3
chr10	29102360	3
chr10	33149126	2
chr10	56982692	3
chr10	59089195	8
chr10	70927191	6
chr10	81141723	10
chr10	82424542	4
chr10	113132116	2
chr10	135534747	3
chr11	135006516	4
chr12	6777313	5
chr12	28483444	3
chr12	116219790	4
chr12	123963410	2
chr12	133851895	3
chr13	94749122	4
chr13	115169878	6
chr14	46030387	5
chr14	49168281	3
chr14	53277443	4
chr14	57948243	3
chr14	85662986	5
chr14	92454097	8
chr14	107349540	3
chr15	102531392	4
chr16	61460392	4
chr16	90354753	2
chr17	21676807	2
chr17	28897026	8
chr17	37190590	2
chr17	40256635	17
chr17	60422378	2
chr17	81195210	6
chr18	34497043	3
chr18	48365933	2
chr18	50971557	1
chr18	53706588	2
chr18	78077248	3
chr19	20417142	3
chr19	24058117	0
chr19	59128983	5
chr20	30154147	8
chr20	32692781	4
chr20	37827942	9
chr20	40914124	4
chr20	44489206	7
chr20	51075009	10
chr20	57691840	14
chr20	63025520	7
chr21	48129895	4
chr22	47560972	4
chr22	51304566	6
chrX	47112500	4
chrX	69272029	5
chrX	75095502	4
chrX	155270560	2
chrY	59373566	0
