CHR	END	s_5_1_sequence.WB27
chr1	9585885	5
chr1	40367656	3
chr1	155138446	5
chr1	229168663	6
chr1	249250621	4
chr2	133713093	4
chr2	243199373	3
chr3	4208224	5
chr3	8242969	7
chr3	18615505	3
chr3	25367801	6
chr3	28215832	4
chr3	39704379	5
chr3	138607478	3
chr3	142199680	8
chr3	150922449	3
chr3	165397341	6
chr3	168995079	3
chr3	172915236	6
chr3	178045450	3
chr3	180297876	5
chr3	191030394	7
chr3	198022430	5
chr4	47677446	2
chr4	87148242	4
chr4	119992341	5
chr4	191154276	3
chr5	45341995	5
chr5	129162343	3
chr5	137956562	2
chr5	147792446	4
chr5	154497930	6
chr5	180915260	4
chr6	8859531	2
chr6	24704814	6
chr6	27277951	5
chr6	120286813	3
chr6	171115067	4
chr7	71381500	7
chr7	76511454	5
chr7	113519853	7
chr7	128446285	12
chr7	131669157	11
chr7	159138663	4
chr8	2828574	4
chr8	43273718	3
chr8	71180748	4
chr8	82127478	20
chr8	87087149	5
chr8	92597422	13
chr8	98533798	1
chr8	104761982	3
chr8	109406073	1
chr8	112486236	4
chr8	129335034	30
chr8	131572324	6
chr8	142373059	3
chr8	146364022	5
chr9	37956755	3
chr9	138958766	4
chr9	141213431	3
chr10	29485174	3
chr10	33154694	2
chr10	56477708	3
chr10	70927191	6
chr10	77029348	9
chr10	80664309	11
chr10	82382336	6
chr10	112939775	2
chr10	135534747	3
chr11	135006516	4
chr12	6339665	5
chr12	11885548	4
chr12	28483444	3
chr12	108074958	4
chr12	111208865	3
chr12	116280249	4
chr12	123963410	2
chr12	133851895	3
chr13	94749122	4
chr13	115169878	6
chr14	44465286	5
chr14	57948243	3
chr14	85617451	5
chr14	92343342	8
chr14	107349540	3
chr15	102531392	4
chr16	3245210	3
chr16	29291273	4
chr16	31207413	3
chr16	46416443	7
chr16	61425121	4
chr16	90354753	2
chr17	21676807	2
chr17	28897026	8
chr17	37190590	2
chr17	40514583	17
chr17	60422378	2
chr17	64093104	5
chr17	68758284	7
chr17	76356075	5
chr17	78881523	6
chr17	81195210	4
chr18	33429007	3
chr18	48862978	2
chr18	51491692	1
chr18	54585233	2
chr18	78077248	3
chr19	20779729	4
chr19	24058117	0
chr19	59128983	5
chr20	30143961	7
chr20	32692781	4
chr20	37837944	9
chr20	40914124	4
chr20	44489206	8
chr20	51100068	10
chr20	57701840	14
chr20	63025520	7
chr21	48129895	4
chr22	46577793	4
chr22	51304566	6
chrX	53609426	4
chrX	68753582	5
chrX	75116038	4
chrX	155270560	2
chrY	59373566	0
