CHR	END	s_5_1_sequence.WB53
chr1	8698358	5
chr1	40434601	3
chr1	54064623	5
chr1	56618957	4
chr1	151916449	5
chr1	229168663	6
chr1	249250621	4
chr2	127606626	4
chr2	243199373	3
chr3	4203028	5
chr3	8214961	7
chr3	18605505	3
chr3	39778004	5
chr3	138607478	3
chr3	141181302	8
chr3	150755981	3
chr3	172567679	5
chr3	178050450	3
chr3	183547504	5
chr3	194084689	6
chr3	198022430	4
chr4	48710795	2
chr4	87110528	5
chr4	119119516	6
chr4	191154276	4
chr5	2249652	7
chr5	49534582	5
chr5	129182343	3
chr5	136415376	2
chr5	137956562	3
chr5	143106952	6
chr5	147792446	4
chr5	154497930	6
chr5	180915260	4
chr6	8839493	2
chr6	27461594	5
chr6	120301813	3
chr6	171115067	4
chr7	113519853	7
chr7	128491471	12
chr7	131650831	10
chr7	159138663	4
chr8	2305982	4
chr8	43273718	3
chr8	71195766	4
chr8	82132478	20
chr8	87087149	6
chr8	92549687	15
chr8	98533798	1
chr8	104761982	3
chr8	109406073	1
chr8	112486236	4
chr8	120991567	27
chr8	124755896	53
chr8	129486443	14
chr8	137190403	3
chr8	142515258	2
chr8	146364022	3
chr9	41538656	3
chr9	141213431	4
chr10	11459719	5
chr10	29695809	4
chr10	33154694	2
chr10	57019293	4
chr10	61662682	8
chr10	70927191	6
chr10	77074817	7
chr10	80664309	9
chr10	82253709	6
chr10	115018382	2
chr10	135534747	4
chr11	135006516	4
chr12	7299920	4
chr12	27971976	3
chr12	116229863	4
chr12	125974654	2
chr12	133851895	3
chr13	94729058	3
chr13	115169878	5
chr14	46040695	5
chr14	57948243	3
chr14	85602418	5
chr14	92520652	8
chr14	107349540	3
chr15	102531392	4
chr16	1616780	3
chr16	61455121	4
chr16	90354753	2
chr17	21676807	2
chr17	28897026	8
chr17	37190590	2
chr17	40565327	14
chr17	60422378	2
chr17	81195210	6
chr18	31924977	3
chr18	48903628	2
chr18	51491692	1
chr18	54665256	2
chr18	78077248	3
chr19	20306474	3
chr19	24058117	0
chr19	59128983	5
chr20	29927400	7
chr20	32692781	4
chr20	37837944	8
chr20	40914124	4
chr20	44484160	7
chr20	51100068	10
chr20	57232865	13
chr20	63025520	8
chr21	48129895	4
chr22	46557503	4
chr22	51304566	7
chrX	45540358	4
chrX	72942790	5
chrX	78427057	4
chrX	155270560	2
chrY	59373566	0
