CHR	END	s_5_1_sequence.WB61
chr1	9835590	5
chr1	40594171	3
chr1	151981988	5
chr1	229168663	6
chr1	249250621	4
chr2	133189420	4
chr2	243199373	3
chr3	4208224	5
chr3	7927047	7
chr3	18605505	3
chr3	39798363	5
chr3	138607478	3
chr3	142119784	5
chr3	150922449	3
chr3	165392098	5
chr3	168995079	3
chr3	172582739	7
chr3	177940203	3
chr3	184378544	5
chr3	190904199	7
chr3	198022430	5
chr4	48710795	2
chr4	58441159	6
chr4	88252208	4
chr4	120616761	5
chr4	180045650	3
chr4	190430544	2
chr4	191154276	4
chr5	46360733	4
chr5	137956562	2
chr5	145718632	4
chr5	147792446	3
chr5	154482842	6
chr5	180915260	4
chr6	8829487	2
chr6	24372461	6
chr6	26762769	5
chr6	120301813	3
chr6	171115067	4
chr7	113519853	7
chr7	128451286	13
chr7	131645831	11
chr7	133186954	3
chr7	159138663	4
chr8	2332702	5
chr8	51560334	3
chr8	71185748	4
chr8	82117471	18
chr8	87087149	4
chr8	92526972	11
chr8	98533798	1
chr8	104761982	3
chr8	109406073	1
chr8	112486236	4
chr8	120966425	25
chr8	124750763	48
chr8	129496443	12
chr8	137240553	3
chr8	141759116	2
chr8	146364022	4
chr9	38037222	3
chr9	141213431	4
chr10	29908319	4
chr10	32612270	2
chr10	56523934	4
chr10	61677786	7
chr10	70927191	6
chr10	82105243	7
chr10	112853653	2
chr10	133259112	3
chr10	135534747	4
chr11	135006516	4
chr12	12420487	4
chr12	28437983	3
chr12	116239935	4
chr12	123927330	2
chr12	133851895	3
chr13	33247348	3
chr13	63444357	4
chr13	86949533	3
chr13	95127627	5
chr13	111120260	6
chr13	115169878	8
chr14	44988098	3
chr14	57948243	2
chr14	85662986	3
chr14	92338342	7
chr14	107349540	2
chr15	102531392	4
chr16	31181952	4
chr16	46438767	5
chr16	61213586	4
chr16	90354753	2
chr17	21676807	2
chr17	28897026	6
chr17	37190590	2
chr17	39757087	13
chr17	60906031	2
chr17	81195210	5
chr18	32424918	3
chr18	54072805	2
chr18	58857551	3
chr18	78077248	4
chr19	20338200	3
chr19	24058117	0
chr19	59128983	4
chr20	30128878	6
chr20	32692781	3
chr20	37801592	8
chr20	40914124	3
chr20	44489206	6
chr20	51100068	9
chr20	57510620	13
chr20	63025520	6
chr21	48129895	3
chr22	46587846	3
chr22	51304566	5
chrX	55789120	4
chrX	68204460	5
chrX	78302457	4
chrX	155270560	2
chrY	59373566	0
