CHR	END	s_5_1_sequence.WB52
chr1	9388679	5
chr1	40619461	3
chr1	114531622	5
chr1	229163663	6
chr1	249250621	4
chr2	133235952	4
chr2	182263014	3
chr2	186926680	2
chr2	239562765	3
chr2	243199373	4
chr3	4208224	5
chr3	7989624	9
chr3	16549341	3
chr3	37745490	4
chr3	39590755	8
chr3	139029425	3
chr3	141533638	5
chr3	150922449	3
chr3	168995079	4
chr3	172588156	9
chr3	178221204	3
chr3	198022430	5
chr4	48614140	2
chr4	92379269	5
chr4	120964734	6
chr4	191154276	4
chr5	50012664	4
chr5	128669362	3
chr5	137865388	2
chr5	147747435	4
chr5	153963439	6
chr5	180915260	4
chr6	8849502	2
chr6	25178949	6
chr6	27461594	4
chr6	120721804	3
chr6	171115067	4
chr7	113027065	7
chr7	128507450	12
chr7	131630815	11
chr7	159138663	4
chr8	71260929	3
chr8	82137489	22
chr8	87077147	4
chr8	92564772	12
chr8	98533798	1
chr8	104680948	3
chr8	107846783	1
chr8	112486236	2
chr8	129385388	30
chr8	137109598	3
chr8	141864653	2
chr8	146364022	4
chr9	37991960	3
chr9	141213431	4
chr10	29791231	4
chr10	33154694	2
chr10	56523934	4
chr10	76357362	6
chr10	80544009	8
chr10	82387336	6
chr10	113132116	2
chr10	119781967	3
chr10	122853757	2
chr10	135534747	3
chr11	135006516	4
chr12	11915557	4
chr12	27411654	3
chr12	108074958	4
chr12	111513991	3
chr12	116255121	4
chr12	123453861	2
chr12	133851895	3
chr13	94739120	2
chr13	115169878	5
chr14	31083046	5
chr14	37666566	4
chr14	45925775	5
chr14	57948243	3
chr14	85662986	5
chr14	92343342	9
chr14	105569822	3
chr14	107349540	4
chr15	69062364	4
chr15	102531392	3
chr16	62236945	4
chr16	90354753	2
chr17	21676807	2
chr17	28897026	8
chr17	37190590	2
chr17	39757087	16
chr17	60422378	2
chr17	81195210	5
chr18	32434918	3
chr18	48913806	2
chr18	52995292	1
chr18	78077248	3
chr19	20344500	3
chr19	24058117	0
chr19	59128983	4
chr20	30128878	8
chr20	32692781	4
chr20	37837944	9
chr20	40914124	4
chr20	44479122	8
chr20	51095068	10
chr20	57530833	14
chr20	63025520	7
chr21	48129895	3
chr22	46547458	4
chr22	51304566	5
chrX	53597485	4
chrX	68269487	5
chrX	77900988	4
chrX	134063372	2
chrX	155270560	3
chrY	59373566	0
