CHR	END	s_5_1_sequence.WB70
chr1	9469369	5
chr1	40619461	3
chr1	151981988	5
chr1	229138559	6
chr1	249250621	4
chr2	133189420	4
chr2	235774036	3
chr2	243199373	4
chr3	4208224	5
chr3	8119607	7
chr3	35165865	4
chr3	39741398	6
chr3	138963980	3
chr3	142176423	7
chr3	150922449	3
chr3	155577336	5
chr3	158166800	3
chr3	165356357	6
chr3	168995079	3
chr3	172588156	6
chr3	178035450	3
chr3	183364148	5
chr3	192822998	7
chr3	198022430	5
chr4	48710795	2
chr4	58406841	5
chr4	93949484	4
chr4	120506141	5
chr4	179289100	3
chr4	189774477	2
chr4	191154276	4
chr5	49492938	4
chr5	137829388	2
chr5	147792446	4
chr5	153988668	6
chr5	180915260	4
chr6	8859531	3
chr6	26712418	6
chr6	34202656	4
chr6	120105548	3
chr6	171115067	4
chr7	70871720	7
chr7	84939513	6
chr7	113519853	7
chr7	128496507	12
chr7	131650831	10
chr7	159138663	4
chr8	2332702	4
chr8	43225125	3
chr8	70743010	4
chr8	82132478	18
chr8	87082149	3
chr8	92511972	11
chr8	98533798	1
chr8	104706014	3
chr8	109406073	1
chr8	112486236	4
chr8	120976466	25
chr8	124735761	44
chr8	129496443	10
chr8	146364022	3
chr9	41538656	3
chr9	141213431	4
chr10	29866871	4
chr10	33154694	2
chr10	56982692	4
chr10	61652646	7
chr10	70840955	5
chr10	82387336	7
chr10	113655217	2
chr10	135534747	3
chr11	135006516	4
chr12	11860541	4
chr12	28339774	3
chr12	116275221	4
chr12	123963410	2
chr12	133851895	3
chr13	22938979	4
chr13	34171004	3
chr13	63812868	4
chr13	84873042	3
chr13	91666040	4
chr13	115169878	6
chr14	85637481	4
chr14	92343342	8
chr14	107349540	3
chr15	102531392	4
chr16	31729545	4
chr16	46416443	5
chr16	60872600	4
chr16	90354753	2
chr17	21676807	2
chr17	28897026	6
chr17	37190590	2
chr17	39605306	15
chr17	60931352	2
chr17	81195210	5
chr18	32424918	3
chr18	48913806	2
chr18	51491692	1
chr18	54670256	2
chr18	59376263	3
chr18	78077248	4
chr19	20311600	3
chr19	24058117	0
chr19	59128983	4
chr20	30063114	7
chr20	32692781	4
chr20	38083519	8
chr20	40914124	4
chr20	44489206	7
chr20	51019783	11
chr20	57737436	14
chr20	63025520	7
chr21	48129895	3
chr22	51304566	3
chrX	76844489	4
chrX	155270560	2
chrY	59373566	0
