CHR	END	s_5_1_sequence.WB28
chr1	9534643	5
chr1	40614366	3
chr1	156191093	5
chr1	229168663	6
chr1	249250621	4
chr2	133209420	4
chr2	238878909	3
chr2	243199373	4
chr3	4208224	5
chr3	8159798	7
chr3	19064257	3
chr3	39813565	5
chr3	138607478	3
chr3	141181302	7
chr3	150411516	3
chr3	168995079	4
chr3	172588156	7
chr3	177878501	3
chr3	183245037	5
chr3	193083313	6
chr3	198022430	5
chr4	48705710	2
chr4	88882115	5
chr4	103785817	6
chr4	105913273	4
chr4	120027256	6
chr4	190430544	4
chr4	191154276	6
chr5	45331995	5
chr5	128441485	3
chr5	135169979	2
chr5	137956562	3
chr5	147792446	4
chr5	154497930	6
chr5	180915260	4
chr6	8854507	2
chr6	24424656	6
chr6	27461594	5
chr6	120291813	3
chr6	171115067	4
chr7	56616604	7
chr7	83902287	6
chr7	113519853	7
chr7	131650831	12
chr7	132998170	3
chr7	159138663	4
chr8	43240469	3
chr8	51045581	4
chr8	70743010	5
chr8	82137489	19
chr8	87087149	6
chr8	92586227	17
chr8	112486236	2
chr8	129300034	31
chr8	136710932	4
chr8	141864653	2
chr8	146364022	3
chr9	37966920	3
chr9	141213431	4
chr10	29470093	4
chr10	33154694	2
chr10	57007786	4
chr10	61652646	8
chr10	70927191	6
chr10	76569817	7
chr10	80664309	8
chr10	82273835	5
chr10	113132116	2
chr10	135534747	3
chr11	135006516	4
chr12	12435765	4
chr12	27971976	3
chr12	116260121	4
chr12	123869661	2
chr12	133851895	3
chr13	94749122	3
chr13	115169878	5
chr14	46000753	5
chr14	57948243	3
chr14	85607451	5
chr14	92343342	8
chr14	107349540	3
chr15	102531392	4
chr16	3290922	3
chr16	28291431	4
chr16	31724512	3
chr16	46497891	6
chr16	60472163	4
chr16	90354753	2
chr17	21676807	2
chr17	28885000	9
chr17	37190590	2
chr17	39615308	17
chr17	60422378	2
chr17	81195210	6
chr18	33986864	3
chr18	48913806	2
chr18	51286890	1
chr18	54730858	2
chr18	78077248	3
chr19	20222505	3
chr19	24058117	0
chr19	59128983	5
chr20	30035448	8
chr20	32692781	4
chr20	37837944	9
chr20	40914124	4
chr20	44489206	8
chr20	51100068	10
chr20	57606278	14
chr20	63025520	7
chr21	48129895	4
chr22	46714291	4
chr22	51304566	7
chrX	47164451	5
chrX	73440724	6
chrX	77900988	5
chrX	102227163	2
chrX	104401580	3
chrX	155270560	2
chrY	59373566	0
