CHR	END	s_5_1_sequence.WB1
chr1	9698321	5
chr1	40619461	3
chr1	118720124	5
chr1	145784932	6
chr1	151921550	5
chr1	229168663	6
chr1	249250621	4
chr2	133215833	4
chr2	243199373	3
chr3	7326306	6
chr3	27436121	4
chr3	39788363	5
chr3	138607478	3
chr3	141649801	6
chr3	150922449	3
chr3	168995079	4
chr3	172577693	7
chr3	180225154	3
chr3	194864954	6
chr3	198022430	4
chr4	48700651	2
chr4	93418061	5
chr4	103800817	6
chr4	105872985	4
chr4	121159355	6
chr4	190430544	4
chr4	191154276	6
chr5	49606027	5
chr5	128669362	3
chr5	137916246	2
chr5	142616962	5
chr5	147792446	4
chr5	153988668	6
chr5	180915260	4
chr6	9368174	2
chr6	24689719	6
chr6	27461594	5
chr6	120211003	3
chr6	171115067	4
chr7	65684421	6
chr7	71881122	8
chr7	83861966	7
chr7	113519853	8
chr7	131650831	14
chr7	159138663	4
chr8	2332702	4
chr8	43230469	3
chr8	71185748	4
chr8	82137489	19
chr8	87087149	5
chr8	92591227	13
chr8	98533798	1
chr8	104660545	3
chr8	109406073	1
chr8	112486236	4
chr8	120991567	29
chr8	124755896	52
chr8	129486443	15
chr8	131532193	5
chr8	142373059	3
chr8	146364022	4
chr9	37966920	3
chr9	141213431	4
chr10	29742759	4
chr10	33154694	2
chr10	57012808	4
chr10	61667682	7
chr10	73459332	6
chr10	81885840	8
chr10	112617608	2
chr10	135534747	3
chr11	135006516	4
chr12	13394115	4
chr12	28972327	3
chr12	107071487	4
chr12	109664882	2
chr12	116265151	4
chr12	123443861	2
chr12	133851895	3
chr13	94749122	3
chr13	115169878	5
chr14	45958737	5
chr14	57948243	3
chr14	85642481	5
chr14	92591297	7
chr14	107349540	3
chr15	102531392	4
chr16	61435121	4
chr16	90354753	2
chr17	21676807	2
chr17	28897026	8
chr17	37190590	2
chr17	40488504	14
chr17	60976497	2
chr17	81195210	6
chr18	32460231	3
chr18	53691588	2
chr18	78077248	3
chr19	20349599	3
chr19	24058117	0
chr19	59128983	5
chr20	30040561	7
chr20	32692781	4
chr20	37837944	8
chr20	40914124	4
chr20	44474121	8
chr20	51100068	10
chr20	57232865	14
chr20	63025520	7
chr21	48129895	4
chr22	46623290	4
chr22	51304566	6
chrX	55205588	4
chrX	66178818	5
chrX	75116038	4
chrX	77900988	3
chrX	155270560	2
chrY	59373566	0
