CHR	END	s_5_1_sequence.WB43
chr1	9601230	5
chr1	40553675	3
chr1	152530733	5
chr1	229143559	6
chr1	249250621	4
chr2	133733179	4
chr2	243199373	3
chr3	7336650	6
chr3	18585505	3
chr3	39808397	5
chr3	138607478	3
chr3	141181302	7
chr3	150922449	3
chr3	168980003	5
chr3	172588156	7
chr3	177716338	3
chr3	198022430	6
chr4	47677446	2
chr4	92349925	5
chr4	120616761	6
chr4	190430544	4
chr4	191154276	6
chr5	45341995	5
chr5	128669362	3
chr5	137956562	2
chr5	142616962	5
chr5	147649149	4
chr5	154497930	6
chr5	180915260	4
chr6	8859531	2
chr6	27461594	6
chr6	120819626	3
chr6	171115067	4
chr7	70871720	7
chr7	83897287	6
chr7	113519853	7
chr7	116606252	13
chr7	121640096	11
chr7	127861167	12
chr7	131645831	10
chr7	159138663	4
chr8	2332702	4
chr8	43273718	3
chr8	71165134	4
chr8	82137489	19
chr8	87087149	6
chr8	92554713	14
chr8	98533798	1
chr8	104741037	3
chr8	109406073	1
chr8	112486236	4
chr8	129501477	30
chr8	137240553	3
chr8	142297203	2
chr8	146364022	4
chr9	41538656	3
chr9	141213431	4
chr10	5797703	5
chr10	29991164	4
chr10	33154694	2
chr10	57019293	4
chr10	76443564	7
chr10	80664309	9
chr10	82424542	7
chr10	112617608	2
chr10	135534747	3
chr11	135006516	4
chr12	6848959	5
chr12	14493805	4
chr12	28309628	3
chr12	116265151	4
chr12	123906655	2
chr12	133851895	3
chr13	95259673	3
chr13	109588235	5
chr13	115169878	6
chr14	44988098	5
chr14	57948243	4
chr14	85652505	5
chr14	92561056	8
chr14	107349540	3
chr15	102531392	4
chr16	31187275	4
chr16	46449035	7
chr16	61399952	4
chr16	90354753	2
chr17	21676807	2
chr17	28897026	9
chr17	37190590	2
chr17	40519584	14
chr17	60422378	2
chr17	81195210	6
chr18	32424918	3
chr18	48862978	2
chr18	51491692	1
chr18	54680337	2
chr18	78077248	3
chr19	20222505	3
chr19	23529133	0
chr19	59128983	5
chr20	30128878	7
chr20	32692781	4
chr20	37690666	9
chr20	40914124	4
chr20	44489206	8
chr20	51100068	10
chr20	57480283	14
chr20	63025520	7
chr21	48129895	4
chr22	46552494	4
chr22	51304566	6
chrX	31513870	4
chrX	75095502	5
chrX	104301181	3
chrX	155270560	2
chrY	59373566	0
