CHR	END	s_5_1_sequence.WB24
chr1	9657445	5
chr1	40619461	3
chr1	151951832	5
chr1	229138559	6
chr1	249250621	4
chr2	133215833	4
chr2	238878909	3
chr2	243199373	4
chr3	4208224	6
chr3	8268038	9
chr3	28468464	4
chr3	39788363	6
chr3	138607478	3
chr3	141322937	7
chr3	150411516	3
chr3	168995079	5
chr3	172803980	8
chr3	177549024	3
chr3	183364148	5
chr3	194607621	6
chr3	198022430	5
chr4	3198272	1
chr4	48710795	2
chr4	87182015	4
chr4	119397131	5
chr4	191154276	3
chr5	45360841	4
chr5	129187343	3
chr5	137885598	2
chr5	147777435	4
chr5	154497930	7
chr5	180915260	4
chr6	8859531	2
chr6	25220034	6
chr6	27404234	4
chr6	120291813	3
chr6	171115067	4
chr7	41373531	6
chr7	54439144	7
chr7	82875425	6
chr7	99551283	7
chr7	113519853	6
chr7	127841063	10
chr7	131655831	9
chr7	133040926	2
chr7	159138663	4
chr8	2332702	4
chr8	43273718	3
chr8	49465264	6
chr8	51000728	2
chr8	71190753	4
chr8	82122478	24
chr8	87087149	6
chr8	92647540	14
chr8	112486236	3
chr8	120971442	33
chr8	124755896	66
chr8	129496443	17
chr8	146364022	4
chr9	37981960	3
chr9	141213431	4
chr10	4781777	6
chr10	22223534	5
chr10	29485174	4
chr10	33154694	2
chr10	56997724	4
chr10	61672776	7
chr10	70891411	6
chr10	82352239	7
chr10	112944775	2
chr10	135534747	3
chr11	135006516	4
chr12	10735779	4
chr12	28483444	3
chr12	116280249	4
chr12	123418724	2
chr12	133851895	3
chr13	94749122	3
chr13	115169878	6
chr14	45459157	5
chr14	57948243	3
chr14	85662986	5
chr14	92343342	10
chr14	107349540	3
chr15	68349996	4
chr15	94717599	3
chr15	96970998	2
chr15	102531392	3
chr16	5184298	3
chr16	28498172	4
chr16	31691429	3
chr16	46969097	5
chr16	61218586	4
chr16	90354753	2
chr17	21676807	2
chr17	28885000	9
chr17	37190590	2
chr17	39757087	16
chr17	60422378	2
chr17	81195210	6
chr18	32424918	3
chr18	48406131	2
chr18	50971557	1
chr18	54439667	2
chr18	78077248	3
chr19	4407933	2
chr19	20390965	4
chr19	24058117	0
chr19	59128983	4
chr20	29998241	8
chr20	32692781	3
chr20	37710783	10
chr20	41219811	3
chr20	51075009	11
chr20	57525833	15
chr20	63025520	7
chr21	48129895	4
chr22	51304566	4
chrX	49508153	4
chrX	75116038	5
chrX	78302457	3
chrX	134709722	2
chrX	155270560	3
chrY	59373566	0
