CHR	END	s_5_1_sequence.WB13
chr1	8724551	5
chr1	40619461	3
chr1	151759836	5
chr1	229168663	6
chr1	249250621	4
chr2	133235952	4
chr2	243199373	3
chr3	7336650	5
chr3	26938021	3
chr3	39286368	5
chr3	138607478	3
chr3	141181302	5
chr3	150922449	3
chr3	172577693	4
chr3	178020383	3
chr3	184242902	4
chr3	195121117	6
chr3	198022430	4
chr4	47763262	2
chr4	87733528	5
chr4	120979734	6
chr4	190430544	4
chr4	191154276	6
chr5	45370965	5
chr5	127742691	3
chr5	137956562	2
chr5	147777435	4
chr5	154430676	6
chr5	180915260	4
chr6	8859531	2
chr6	26690854	6
chr6	34192530	4
chr6	55749101	3
chr6	62489055	4
chr6	120301813	3
chr6	171115067	4
chr7	56632066	7
chr7	67646671	6
chr7	70861720	7
chr7	78771025	6
chr7	113519853	7
chr7	128435850	12
chr7	131655831	10
chr7	132957743	3
chr7	159138663	4
chr8	48422230	3
chr8	51060595	2
chr8	70223761	4
chr8	82122478	12
chr8	87087149	4
chr8	92531972	17
chr8	98533798	1
chr8	104761982	3
chr8	107846783	1
chr8	112486236	2
chr8	128987833	23
chr8	131572324	6
chr8	142097701	3
chr8	146364022	4
chr9	41538656	3
chr9	141213431	4
chr10	29768575	4
chr10	33154694	2
chr10	57002786	4
chr10	61642566	8
chr10	70927191	6
chr10	76569817	7
chr10	80664309	9
chr10	82273835	6
chr10	112863653	2
chr10	135534747	3
chr11	135006516	4
chr12	7962058	4
chr12	28982366	3
chr12	108074958	4
chr12	111173720	3
chr12	116280249	4
chr12	123963410	2
chr12	133851895	3
chr13	93734017	2
chr13	115169878	3
chr14	44993098	5
chr14	57948243	3
chr14	92343342	5
chr14	107349540	3
chr15	102531392	4
chr16	61435121	4
chr16	90354753	2
chr17	21676807	2
chr17	28897026	8
chr17	37190590	2
chr17	39660909	15
chr17	60422378	2
chr17	63279757	5
chr17	68622141	7
chr17	81195210	5
chr18	33223213	4
chr18	48913806	2
chr18	51491692	1
chr18	54226737	2
chr18	78077248	4
chr19	19874512	3
chr19	24058117	0
chr19	59128983	5
chr20	30098521	8
chr20	32692781	4
chr20	37776587	8
chr20	40914124	4
chr20	44489206	8
chr20	51095068	10
chr20	57561160	14
chr20	63025520	7
chr21	48129895	2
chr22	46592868	4
chr22	51304566	6
chrX	74563366	5
chrX	77900988	4
chrX	101238449	2
chrX	103926726	3
chrX	155270560	2
chrY	59373566	0
