CHR	END	s_5_1_sequence.WB31
chr1	9672497	5
chr1	40802133	3
chr1	151976981	5
chr1	229168663	6
chr1	249250621	4
chr2	133235952	4
chr2	238027194	3
chr2	243199373	4
chr3	4208224	5
chr3	7825823	7
chr3	29502122	4
chr3	39736393	5
chr3	138958980	3
chr3	141680452	8
chr3	150922449	3
chr3	165392098	5
chr3	168990041	3
chr3	172733560	6
chr3	178050450	3
chr3	194607621	6
chr3	198022430	4
chr4	47702594	2
chr4	88781844	4
chr4	120006770	5
chr4	183781441	4
chr4	191154276	5
chr5	46188056	5
chr5	128669362	3
chr5	137956562	2
chr5	147792446	4
chr5	154497930	6
chr5	180915260	4
chr6	87623141	2
chr6	120301813	3
chr6	171115067	4
chr7	80135649	5
chr7	90647721	6
chr7	100681825	5
chr7	106238199	7
chr7	113519853	5
chr7	131674157	9
chr7	133201999	2
chr7	159138663	4
chr8	42242929	2
chr8	70743010	4
chr8	82137489	19
chr8	87087149	5
chr8	92597422	14
chr8	98533798	1
chr8	104242407	3
chr8	109406073	1
chr8	112486236	4
chr8	129385388	29
chr8	142373059	3
chr8	146364022	4
chr9	37971920	3
chr9	141213431	4
chr10	29705890	4
chr10	33154694	2
chr10	57002786	4
chr10	61682797	7
chr10	70927191	6
chr10	82130819	7
chr10	114410518	2
chr10	135534747	3
chr11	135006516	3
chr12	5842776	5
chr12	13436307	4
chr12	27539654	3
chr12	116260121	4
chr12	133851895	2
chr13	95107608	3
chr13	115169878	5
chr14	45064061	5
chr14	57948243	3
chr14	85642481	5
chr14	92343342	8
chr14	107349540	3
chr15	69430792	4
chr15	102531392	3
chr16	31171193	4
chr16	46416443	5
chr16	60883406	4
chr16	90354753	2
chr17	21676807	2
chr17	28897026	8
chr17	37190590	2
chr17	40545001	14
chr17	48524377	2
chr17	54010870	3
chr17	60422378	2
chr17	81195210	6
chr18	32962765	3
chr18	53646057	2
chr18	78077248	3
chr19	20338200	3
chr19	24058117	0
chr19	59128983	5
chr20	30154147	7
chr20	32692781	4
chr20	37837944	8
chr20	40914124	4
chr20	44479122	8
chr20	51100068	10
chr20	57505585	14
chr20	63025520	7
chr21	48129895	3
chr22	46577793	4
chr22	51304566	6
chrX	49508153	4
chrX	75116038	5
chrX	78422056	3
chrX	102211923	2
chrX	104306286	3
chrX	134709722	2
chrX	155270560	3
chrY	59373566	0
