CHR	END	s_5_1_sequence.WB85
chr1	19006412	5
chr1	33869336	4
chr1	93908389	6
chr1	173362874	7
chr1	223838661	8
chr1	229678060	7
chr1	249250621	6
chr2	23113373	5
chr2	38843703	4
chr2	44995607	3
chr2	69714453	4
chr2	75940575	5
chr2	84229058	4
chr2	109671621	5
chr2	122100342	7
chr2	135295786	5
chr2	243199373	4
chr3	4208224	5
chr3	8009628	7
chr3	22270289	3
chr3	39808397	6
chr3	53124186	3
chr3	138848467	4
chr3	141720896	8
chr3	150533371	4
chr3	168995079	6
chr3	172588156	9
chr3	177716338	4
chr3	184192422	7
chr3	192071630	9
chr3	198022430	6
chr4	42482126	3
chr4	48710795	4
chr4	58973622	7
chr4	88247034	6
chr4	120616761	7
chr4	189901912	5
chr4	191154276	7
chr5	10909297	7
chr5	45299392	6
chr5	45386762	9
chr5	90166666	4
chr5	96788574	3
chr5	115211705	4
chr5	137941406	3
chr5	147792446	6
chr5	149331765	10
chr5	152917751	7
chr5	154497930	9
chr5	180915260	6
chr6	8824194	3
chr6	25764356	7
chr6	90713565	4
chr6	120301813	3
chr6	151131051	5
chr6	168811700	3
chr6	171115067	5
chr7	85960369	7
chr7	113519853	9
chr7	131640831	15
chr7	159138663	6
chr8	42237929	4
chr8	70743010	5
chr8	82127478	23
chr8	87087149	7
chr8	92549687	17
chr8	98508033	2
chr8	112486236	4
chr8	129330034	35
chr8	146364022	4
chr9	16192059	3
chr9	41538656	4
chr9	76583010	5
chr9	85903017	6
chr9	141213431	5
chr10	11464810	6
chr10	28929516	5
chr10	34182452	3
chr10	56997724	5
chr10	61682797	9
chr10	70927191	7
chr10	82273835	9
chr10	113882800	3
chr10	123954261	4
chr10	135534747	5
chr11	36796283	5
chr11	50045445	4
chr11	64856061	5
chr11	76918329	4
chr11	114391274	5
chr11	135006516	6
chr12	10831315	6
chr12	32025379	4
chr12	88116916	5
chr12	116265151	6
chr12	123963410	3
chr12	133851895	6
chr13	93739017	4
chr13	112145883	6
chr13	115169878	8
chr14	45990753	7
chr14	57948243	5
chr14	85617451	7
chr14	92343342	11
chr14	107349540	5
chr15	40396354	6
chr15	44891298	4
chr15	63330576	5
chr15	72418807	4
chr15	102531392	5
chr16	2753817	1
chr16	61181634	5
chr16	67123692	2
chr16	70386535	1
chr16	77672610	2
chr16	83405727	3
chr16	90354753	2
chr17	21676807	3
chr17	28879878	10
chr17	37190590	3
chr17	39762207	18
chr17	48992683	2
chr17	53714740	4
chr17	60422378	2
chr17	81195210	7
chr18	47378393	4
chr18	53686588	2
chr18	78077248	4
chr19	20222505	4
chr19	24058117	1
chr19	59128983	5
chr20	30128878	9
chr20	32692781	5
chr20	37837944	10
chr20	40384673	5
chr20	44489206	9
chr20	51054979	13
chr20	57485359	19
chr20	63025520	9
chr21	36728166	6
chr21	48129895	7
chr22	41422072	5
chr22	47566144	3
chr22	51304566	4
chrX	54665978	5
chrX	69848403	7
chrX	75095502	6
chrX	155270560	3
chrY	59373566	0
