CHR	END	s_5_1_sequence.WB44
chr1	9713578	6
chr1	40645169	3
chr1	156133374	5
chr1	229662773	6
chr1	249250621	4
chr2	135270696	4
chr2	237821405	3
chr2	243199373	4
chr3	8313286	6
chr3	28427847	4
chr3	41300071	5
chr3	138607478	3
chr3	141181302	7
chr3	150922449	3
chr3	165844460	5
chr3	168995079	3
chr3	172829051	6
chr3	177980350	3
chr3	182849966	5
chr3	193083313	6
chr3	198022430	5
chr4	48710795	2
chr4	92391344	5
chr4	121139338	6
chr4	190390740	4
chr4	191154276	6
chr5	6833630	6
chr5	44810382	5
chr5	49455478	6
chr5	128625272	3
chr5	137727303	2
chr5	147777435	4
chr5	154487842	6
chr5	180915260	4
chr6	8854507	2
chr6	24398715	6
chr6	27461594	5
chr6	120175930	3
chr6	171115067	4
chr7	54439144	6
chr7	84446557	5
chr7	113519853	6
chr7	128466424	10
chr7	131645831	8
chr7	159138663	4
chr8	42293690	3
chr8	71200766	4
chr8	82132478	20
chr8	87087149	6
chr8	92642540	13
chr8	112486236	2
chr8	120981495	29
chr8	124755896	49
chr8	129496443	15
chr8	137013181	4
chr8	141864653	2
chr8	146364022	4
chr9	41538656	3
chr9	141213431	4
chr10	29768575	4
chr10	33154694	2
chr10	57034426	4
chr10	61682797	7
chr10	70927191	6
chr10	82236886	7
chr10	112617608	2
chr10	135534747	3
chr11	135006516	4
chr12	11915557	4
chr12	28483444	3
chr12	116275221	4
chr12	123963410	2
chr12	133851895	4
chr13	41469840	3
chr13	94749122	2
chr13	115169878	4
chr14	46040695	5
chr14	57948243	3
chr14	85647481	5
chr14	92571138	7
chr14	107349540	3
chr15	102531392	4
chr16	31207413	4
chr16	46429647	6
chr16	61186634	4
chr16	90354753	2
chr17	21676807	2
chr17	28897026	8
chr17	37190590	2
chr17	40241553	16
chr17	60422378	2
chr17	81195210	6
chr18	32424918	3
chr18	53691588	2
chr18	78077248	3
chr19	20217478	3
chr19	24058117	0
chr19	59128983	5
chr20	30143961	8
chr20	32692781	4
chr20	37837944	8
chr20	40914124	4
chr20	44489206	7
chr20	51100068	10
chr20	57232865	14
chr20	63025520	8
chr21	48129895	4
chr22	46547458	3
chr22	51304566	5
chrX	53094293	4
chrX	67319968	5
chrX	75080423	4
chrX	155270560	2
chrY	59373566	0
