CHR	END	s_5_1_sequence.WB2
chr1	9575511	5
chr1	40584073	3
chr1	115615997	5
chr1	149882594	6
chr1	151794990	4
chr1	229143559	6
chr1	249250621	4
chr2	133204420	4
chr2	243199373	3
chr3	3178173	5
chr3	7984623	7
chr3	19119770	3
chr3	25367801	5
chr3	28473478	3
chr3	39788363	5
chr3	138933934	3
chr3	142129790	7
chr3	150922449	3
chr3	151949432	7
chr3	168995079	4
chr3	172522633	7
chr3	178221204	3
chr3	198022430	6
chr4	47677446	2
chr4	88293785	5
chr4	120027256	6
chr4	122064556	5
chr4	189855643	4
chr4	191154276	5
chr5	45926644	5
chr5	129245365	3
chr5	137758420	2
chr5	147792446	4
chr5	153958393	6
chr5	180915260	4
chr6	8834488	3
chr6	27424305	6
chr6	34166003	4
chr6	120301813	3
chr6	171115067	4
chr7	56616604	7
chr7	84421400	6
chr7	113519853	7
chr7	131674157	12
chr7	159138663	4
chr8	42314091	3
chr8	71175722	4
chr8	82132478	18
chr8	87087149	5
chr8	92516972	13
chr8	112486236	2
chr8	129380388	30
chr8	137174966	3
chr8	142373059	2
chr8	146364022	4
chr9	38016996	3
chr9	141213431	4
chr10	29797337	4
chr10	33154694	2
chr10	57012808	4
chr10	61672776	7
chr10	70927191	6
chr10	82258709	7
chr10	113132116	2
chr10	135534747	3
chr11	135006516	4
chr12	9066744	4
chr12	28483444	3
chr12	108117372	4
chr12	112737603	3
chr12	116280249	4
chr12	123932694	2
chr12	133851895	3
chr13	95259673	3
chr13	112145883	5
chr13	115169878	6
chr14	44988098	5
chr14	57882679	3
chr14	85617451	5
chr14	92343342	8
chr14	107349540	3
chr15	102531392	4
chr16	2140481	3
chr16	61460392	4
chr16	90354753	2
chr17	21676807	2
chr17	28897026	8
chr17	37190590	2
chr17	39630784	16
chr17	60422378	2
chr17	64174740	5
chr17	68768384	8
chr17	81195210	5
chr18	32424918	3
chr18	48913806	2
chr18	51461543	1
chr18	54226737	2
chr18	78077248	3
chr19	20338200	3
chr19	24058117	0
chr19	59128983	5
chr20	30143961	8
chr20	32692781	4
chr20	37827942	9
chr20	40899083	4
chr20	44469097	7
chr20	51075009	10
chr20	57253397	14
chr20	63025520	7
chr21	48129895	4
chr22	46567629	4
chr22	51304566	7
chrX	28924605	4
chrX	74563366	5
chrX	78340010	3
chrX	155270560	2
chrY	59373566	0
