CHR	END	s_5_1_sequence.WB8
chr1	9927561	6
chr1	23474227	4
chr1	31863164	3
chr1	40501359	4
chr1	55074858	6
chr1	55996491	3
chr1	119057194	6
chr1	121324477	7
chr1	121433738	32
chr1	144934895	10
chr1	145292286	18
chr1	152858593	6
chr1	153395926	11
chr1	156820394	6
chr1	187153534	8
chr1	229317231	7
chr1	249250621	5
chr2	87369261	5
chr2	88141892	15
chr2	90266141	5
chr2	92294630	11
chr2	134714689	5
chr2	243199373	4
chr3	4363421	5
chr3	6801276	9
chr3	6876607	4
chr3	8033878	8
chr3	12984917	4
chr3	14273299	7
chr3	15754892	4
chr3	17271208	6
chr3	18853609	4
chr3	25203009	6
chr3	26047614	3
chr3	26393674	8
chr3	27224523	3
chr3	37200695	6
chr3	37938074	4
chr3	39596202	10
chr3	52296374	4
chr3	52689239	1
chr3	138973980	4
chr3	140925687	10
chr3	141312906	5
chr3	141523625	9
chr3	150796761	4
chr3	151063209	5
chr3	151628509	13
chr3	152168097	3
chr3	156793784	6
chr3	158150058	4
chr3	165517822	6
chr3	169085544	4
chr3	172718532	8
chr3	177868501	4
chr3	180378630	6
chr3	180807036	9
chr3	183204632	6
chr3	190904199	8
chr3	198022430	6
chr4	49010739	3
chr4	49077003	7
chr4	49158425	48
chr4	52929908	7
chr4	62010281	5
chr4	72873426	4
chr4	94900321	5
chr4	104214046	6
chr4	105813062	4
chr4	120931276	6
chr4	125759414	4
chr4	127270009	2
chr4	172050519	4
chr4	190475658	3
chr4	190660091	12
chr4	191154276	5
chr5	14446407	6
chr5	15736947	3
chr5	31672369	6
chr5	39084084	7
chr5	49616434	6
chr5	129212361	4
chr5	137630842	3
chr5	137936391	4
chr5	148070900	6
chr5	154671030	7
chr5	180915260	5
chr6	1791830	3
chr6	2013846	7
chr6	7414320	3
chr6	7655942	7
chr6	7756422	2
chr6	8217791	7
chr6	8756168	3
chr6	24684547	7
chr6	27689420	5
chr6	30395702	4
chr6	30960270	7
chr6	32639727	3
chr6	34050289	6
chr6	57164812	4
chr6	57590461	8
chr6	120499739	4
chr6	171115067	5
chr7	933217	9
chr7	1112637	4
chr7	1473850	8
chr7	1594617	2
chr7	5370437	8
chr7	6948723	5
chr7	9026226	8
chr7	17400767	6
chr7	23822261	7
chr7	44745062	8
chr7	45000463	5
chr7	61986425	9
chr7	67571469	7
chr7	71932475	9
chr7	81657276	8
chr7	84131296	6
chr7	113833923	8
chr7	114648361	19
chr7	117024477	13
chr7	117135615	2
chr7	128375495	12
chr7	128559570	11
chr7	129127349	3
chr7	131645831	12
chr7	132844313	3
chr7	159138663	5
chr8	43780700	4
chr8	47883460	6
chr8	48086808	12
chr8	49531223	5
chr8	50817712	2
chr8	71219149	5
chr8	71380718	47
chr8	71472762	7
chr8	72053813	46
chr8	72434771	5
chr8	72651829	14
chr8	72707772	75
chr8	74637982	22
chr8	74964987	10
chr8	75035248	17
chr8	75156636	56
chr8	75701562	22
chr8	75985071	10
chr8	76907297	22
chr8	78236857	26
chr8	79075725	19
chr8	79465740	11
chr8	79986121	20
chr8	81418946	31
chr8	81799887	47
chr8	83474643	2
chr8	86131709	7
chr8	87132916	2
chr8	87807210	13
chr8	88350552	19
chr8	88525664	14
chr8	88630956	4
chr8	88679391	24
chr8	89193707	45
chr8	89538124	31
chr8	90733710	14
chr8	91214155	45
chr8	91648484	9
chr8	92123642	18
chr8	92324703	36
chr8	92406405	19
chr8	92527280	15
chr8	98619722	2
chr8	104727526	4
chr8	108068102	2
chr8	108835681	5
chr8	109741611	2
chr8	110078809	12
chr8	112078519	5
chr8	112513868	8
chr8	112534949	1
chr8	113232145	38
chr8	115669248	25
chr8	116503294	40
chr8	116674119	21
chr8	117054078	55
chr8	117758927	21
chr8	118052626	13
chr8	120096900	33
chr8	120585269	51
chr8	120969512	20
chr8	121563921	49
chr8	123689828	63
chr8	124103132	49
chr8	124133621	23
chr8	124749202	40
chr8	125544676	21
chr8	125695594	38
chr8	126633899	21
chr8	127050469	7
chr8	127791182	3
chr8	128210164	28
chr8	128747697	46
chr8	128799503	10
chr8	129092061	50
chr8	129958983	3
chr8	131506165	7
chr8	132261059	3
chr8	132724453	9
chr8	133296190	2
chr8	137320599	4
chr8	141965645	3
chr8	142027097	1
chr8	146364022	5
chr9	66101123	3
chr9	66848674	14
chr9	141213431	5
chr10	30911170	4
chr10	33327632	3
chr10	39134832	4
chr10	42402394	76
chr10	52351465	4
chr10	55848498	2
chr10	60736188	4
chr10	61254574	6
chr10	62559447	4
chr10	71058976	3
chr10	73033535	4
chr10	73294049	2
chr10	77151713	4
chr10	80434452	6
chr10	81362739	9
chr10	82409542	6
chr10	113005944	3
chr10	135534747	4
chr11	25057568	5
chr11	26115097	3
chr11	135006516	5
chr12	13935270	5
chr12	28212832	4
chr12	108069906	5
chr12	109347079	3
chr12	116134595	5
chr12	119912180	3
chr12	123306668	2
chr12	125497458	3
chr12	133851895	4
chr13	95067498	4
chr13	104218169	6
chr13	104907257	4
chr13	115169878	6
chr14	38093114	6
chr14	38740733	10
chr14	46009788	6
chr14	50123322	4
chr14	51274673	5
chr14	52241755	3
chr14	53083844	10
chr14	57938292	4
chr14	58487177	10
chr14	64098967	6
chr14	64454161	3
chr14	64899594	5
chr14	65174786	3
chr14	67439872	7
chr14	68275976	5
chr14	73832921	7
chr14	74664089	4
chr14	85478153	6
chr14	92482877	9
chr14	107349540	4
chr15	20308227	6
chr15	22667386	11
chr15	102531392	5
chr16	5119899	4
chr16	28014265	5
chr16	31870456	4
chr16	34789890	7
chr16	61532000	5
chr16	68597270	3
chr16	68837447	1
chr16	70756900	2
chr16	71193100	8
chr16	90354753	3
chr17	22214459	3
chr17	26626552	7
chr17	28908956	11
chr17	29192539	5
chr17	37266226	3
chr17	38249598	40
chr17	39640900	17
chr17	40488504	9
chr17	40580567	6
chr17	48911740	3
chr17	49626450	6
chr17	60636054	3
chr17	64875467	7
chr17	66570919	10
chr17	66745220	4
chr17	68796976	10
chr17	72750997	7
chr17	73628877	4
chr17	76740481	6
chr17	77873265	13
chr17	81195210	6
chr18	33515304	4
chr18	44878993	3
chr18	45323720	6
chr18	48994705	3
chr18	51401408	1
chr18	54419639	2
chr18	66586901	4
chr18	73018669	3
chr18	78077248	4
chr19	20349363	3
chr19	24486401	1
chr19	59128983	4
chr20	29882109	9
chr20	32946039	4
chr20	34109333	10
chr20	34534339	6
chr20	35194446	12
chr20	35761900	8
chr20	37600945	13
