CHR	END	s_5_1_sequence.WB7
chr1	4191605	5
chr1	6172129	7
chr1	9886886	5
chr1	32552693	3
chr1	33688163	2
chr1	35643817	4
chr1	35725099	1
chr1	40469746	3
chr1	54931595	5
chr1	56050065	3
chr1	109299003	5
chr1	109868092	3
chr1	113292271	5
chr1	113428419	1
chr1	113637198	4
chr1	114069412	7
chr1	114430786	3
chr1	121324477	5
chr1	145381522	10
chr1	151442086	4
chr1	154869082	6
chr1	156292566	4
chr1	187591884	6
chr1	193048139	5
chr1	229407855	6
chr1	249250621	4
chr2	90248103	4
chr2	92294630	6
chr2	133140725	4
chr2	243199373	3
chr3	4353401	4
chr3	8043879	7
chr3	12914534	3
chr3	14374364	5
chr3	16001044	3
chr3	16092227	11
chr3	16848972	4
chr3	17221075	7
chr3	18863610	3
chr3	24951311	5
chr3	28261642	4
chr3	36703976	5
chr3	37190536	8
chr3	37938074	4
chr3	38359841	11
chr3	38691472	5
chr3	39585755	8
chr3	46363234	4
chr3	50717905	3
chr3	52296374	4
chr3	52679099	1
chr3	75659964	3
chr3	75829444	8
chr3	138953980	3
chr3	141312906	7
chr3	141483121	3
chr3	142087994	5
chr3	151063209	3
chr3	151628509	10
chr3	152107463	3
chr3	156803786	5
chr3	158202454	3
chr3	165195725	5
chr3	165643604	3
chr3	165763844	6
chr3	169055500	3
chr3	172698532	7
chr3	177940203	3
chr3	182629887	4
chr3	190924853	6
chr3	198022430	5
chr4	60987	10
chr4	48990382	2
chr4	49077003	4
chr4	49158425	48
chr4	49649176	12
chr4	56356945	5
chr4	74582002	4
chr4	81684529	5
chr4	81791044	1
chr4	121292402	5
chr4	188580095	4
chr4	191154276	5
chr5	14436403	5
chr5	15513638	3
chr5	49708172	5
chr5	128968926	3
chr5	137875547	2
chr5	144482280	5
chr5	148100904	4
chr5	154477842	6
chr5	180915260	4
chr6	1832001	2
chr6	2013846	7
chr6	6713883	3
chr6	6774515	7
chr6	7464916	2
chr6	8319673	5
chr6	8746167	2
chr6	24561227	6
chr6	26584725	5
chr6	32450787	4
chr6	32534449	1
chr6	32639727	4
chr6	34254363	6
chr6	37405137	3
chr6	41481651	4
chr6	57211114	3
chr6	57633695	5
chr6	119321626	3
chr6	119412652	8
chr6	154376994	4
chr6	171115067	5
chr7	5130897	7
chr7	28162278	6
chr7	56601429	7
chr7	57221282	4
chr7	62060919	8
chr7	65700493	5
chr7	73436031	7
chr7	85852904	5
chr7	113833923	6
chr7	114683284	15
chr7	116853724	10
chr7	117024477	14
chr7	117135615	3
chr7	128527541	11
chr7	129127349	2
chr7	131699243	10
chr7	132773742	2
chr7	159009916	4
chr7	159138663	2
chr8	432787	5
chr8	47419222	3
chr8	49460009	5
chr8	50817712	2
chr8	71209148	5
chr8	71380718	43
chr8	71462510	4
chr8	72053813	39
chr8	72404434	2
chr8	72651829	12
chr8	72717773	43
chr8	74637982	18
chr8	75025197	12
chr8	75156636	44
chr8	75462848	14
chr8	75711570	24
chr8	75973844	9
chr8	76937429	15
chr8	78183507	20
chr8	78774505	14
chr8	79257181	11
chr8	79455739	6
chr8	79986121	18
chr8	80077741	36
chr8	81151505	23
chr8	81799887	34
chr8	83464633	2
chr8	86141788	5
chr8	87132916	2
chr8	87807210	11
chr8	88302947	17
chr8	88630956	10
chr8	89538124	34
chr8	89614096	13
chr8	89871629	22
chr8	90733710	12
chr8	91214155	35
chr8	91648484	7
chr8	92113623	16
chr8	92313837	27
