CHR	END	s_5_1_sequence.WB11
chr1	9591356	6
chr1	16846467	3
chr1	17264811	8
chr1	40775055	3
chr1	119856461	5
chr1	144934895	6
chr1	145097425	14
chr1	145557032	8
chr1	147016870	4
chr1	149918230	6
chr1	151992070	5
chr1	229387827	6
chr1	249250621	4
chr2	20123622	3
chr2	20732120	1
chr2	77543036	3
chr2	91707350	4
chr2	91815713	21
chr2	133243174	4
chr2	237490268	3
chr2	239732003	4
chr2	241219361	3
chr2	243199373	2
chr3	4353401	3
chr3	8033878	7
chr3	11875947	3
chr3	13195732	4
chr3	14293482	7
chr3	16898977	3
chr3	17190835	8
chr3	19300024	3
chr3	22562457	5
chr3	32775294	4
chr3	32867227	1
chr3	36794841	4
chr3	37028482	9
chr3	37958094	4
chr3	38349841	14
chr3	39444403	8
chr3	39778004	5
chr3	47807645	3
chr3	49415126	2
chr3	52316448	3
chr3	52679099	1
chr3	138943960	3
chr3	140997380	8
chr3	141543923	5
chr3	150897300	3
chr3	151063209	4
chr3	151628509	10
chr3	152372573	3
chr3	156813786	5
chr3	158171800	3
chr3	161639019	6
chr3	165477774	5
chr3	169025142	3
chr3	172658320	7
chr3	177950227	3
chr3	186169888	5
chr3	190894102	7
chr3	198022430	4
chr4	49077003	2
chr4	49649176	13
chr4	57731569	6
chr4	58576211	11
chr4	87395153	4
chr4	104203963	5
chr4	105904073	3
chr4	120780068	5
chr4	180153218	3
chr4	189979054	2
chr4	191154276	4
chr5	14426401	4
chr5	15787039	2
chr5	49605951	4
chr5	137865388	2
chr5	147757435	4
chr5	154447252	7
chr5	159419758	4
chr5	159833746	2
chr5	180915260	4
chr6	1497331	2
chr6	1638827	7
chr6	1811834	2
chr6	2023851	7
chr6	7736296	2
chr6	8207127	7
chr6	8756168	2
chr6	26762769	6
chr6	32741277	3
chr6	34212663	6
chr6	49719933	3
chr6	50616542	2
chr6	57356072	3
chr6	57664239	6
chr6	118001035	3
chr6	171115067	4
chr7	6433276	6
chr7	6976426	4
chr7	28061973	6
chr7	51759471	7
chr7	62105277	6
chr7	64754271	5
chr7	65472370	8
chr7	65659149	3
chr7	73436031	7
chr7	88119102	6
chr7	113833923	7
chr7	114648361	15
chr7	117024477	11
chr7	117135615	2
chr7	128559570	10
chr7	129137378	2
chr7	131645831	11
chr7	132844313	2
chr7	149307621	4
chr7	150169734	2
chr7	158914765	4
chr7	159138663	6
chr8	1578569	4
chr8	43770030	3
chr8	49409294	5
chr8	50909779	2
chr8	71219149	4
chr8	71380718	31
chr8	71482892	3
chr8	72053813	38
chr8	72394433	3
chr8	72651829	11
chr8	74627630	17
chr8	74995098	9
chr8	75035248	15
chr8	75170474	45
chr8	75701562	16
chr8	75985071	8
chr8	78470437	18
chr8	79014800	13
chr8	79465740	8
chr8	79986121	14
chr8	81469241	23
chr8	81779861	39
chr8	81799887	14
chr8	83474643	2
chr8	85519313	3
chr8	86039418	7
chr8	87071930	2
chr8	87797119	10
chr8	88260292	14
chr8	88630956	6
chr8	89487573	28
chr8	90368179	11
chr8	90572617	6
chr8	90764442	7
chr8	91214155	30
chr8	91528020	3
chr8	92544983	13
chr8	98629954	1
chr8	104656916	3
chr8	108028007	1
chr8	108876752	4
chr8	109751621	1
chr8	110018504	11
chr8	111859186	3
chr8	112342515	6
chr8	112534949	4
chr8	113282686	29
chr8	115850595	16
chr8	116513318	27
chr8	116674119	15
chr8	117054078	45
chr8	117154611	11
chr8	117626181	20
chr8	117789300	13
chr8	117980904	8
chr8	118163012	16
chr8	120168198	22
chr8	120595270	29
chr8	120969512	14
chr8	121317242	46
chr8	121563921	28
chr8	123599290	50
chr8	124002101	36
chr8	124557783	26
chr8	124749202	40
chr8	124799809	8
chr8	125016915	20
chr8	125544676	10
chr8	125635267	41
chr8	126633899	11
chr8	127791182	4
chr8	128210164	18
chr8	128747697	37
chr8	128799503	7
chr8	129092061	38
chr8	129892536	3
chr8	131647088	5
chr8	132083266	2
chr8	132373841	4
chr8	132674437	8
chr8	135106144	3
chr8	137114242	4
chr8	142047249	2
chr8	146364022	4
chr9	38412509	3
chr9	66265558	2
chr9	141213431	4
chr10	925349	3
chr10	1100792	2
chr10	29789098	4
chr10	32732914	2
chr10	39134832	4
chr10	42402394	52
chr10	46555306	4
chr10	47329320	9
chr10	56947638	4
chr10	58947268	7
chr10	70916893	6
chr10	82191751	8
chr10	112913711	2
chr10	135534747	3
chr11	46527160	4
chr11	48026565	3
chr11	57604173	4
chr11	60610545	5
chr11	104242032	4
chr11	105980278	3
chr11	135006516	4
chr12	14915677	3
chr12	28639691	2
chr12	108029804	3
chr12	109785450	2
chr12	118262165	3
chr12	123428785	2
chr12	133851895	4
chr13	33089359	3
chr13	61766548	4
chr13	86701216	3
chr13	95320728	4
chr13	98585776	7
chr13	110154646	6
chr13	115169878	7
chr14	20505927	5
chr14	22737975	3
chr14	22972306	5
chr14	24937651	2
chr14	27941806	3
chr14	30996898	4
chr14	37918042	3
chr14	39033088	4
chr14	46346398	3
chr14	50143712	2
chr14	52203696	3
chr14	53073822	7
chr14	57958501	2
chr14	58497255	8
chr14	62239914	2
chr14	84872545	3
chr14	85490032	2
chr14	92472762	7
chr14	107349540	2
chr15	20164081	4
chr15	22783713	9
chr15	33014408	5
chr15	102531392	4
chr16	4837289	4
chr16	15245186	5
chr16	18801927	3
chr16	31599100	4
chr16	46416442	6
chr16	61613101	5
chr16	64549808	3
chr16	70836984	2
chr16	71183100	7
chr16	79165347	3
chr16	90354753	2
chr17	7777233	2
chr17	11014344	1
chr17	22226101	2
chr17	29171926	6
chr17	31108013	2
chr17	36808016	3
chr17	37266226	1
chr17	38097571	31
chr17	38279811	18
chr17	39200623	9
chr17	39529071	19
chr17	40478311	8
chr17	60780018	2
chr17	63271884	4
chr17	66570919	6
chr17	66755343	2
chr17	72549658	6
chr17	74136838	4
chr17	76295234	5
chr17	76730455	3
chr17	78115374	10
chr17	81195210	5
chr18	33277688	3
chr18	48426290	2
chr18	51307069	1
chr18	54744224	2
chr18	59434381	3
chr18	62736985	4
chr18	67393536	3
chr18	78077248	4
chr19	14806062	3
chr19	18986692	4
chr19	20337965	3
chr19	24506620	1
chr19	59128983	4
chr20	2851563	8
chr20	9331239	6
chr20	13695357	8
chr20	15097062	5
chr20	29912387	7
chr20	32956048	4
chr20	34049098	9
chr20	34554558	5
chr20	35133109	10
chr20	35761900	7
chr20	37600945	10
chr20	41225992	5
chr20	42661986	11
chr20	44596487	7
chr20	50962181	10
chr20	57216402	14
chr20	57449104	10
chr20	57670777	5
chr20	60769510	9
chr20	63025520	5
chr21	14352164	7
chr21	47990950	3
chr21	48129895	5
chr22	27319939	3
chr22	27852614	5
chr22	29662758	3
chr22	32128054	2
chr22	46849892	3
chr22	47540583	2
chr22	47917985	4
chr22	50582307	5
chr22	51304566	3
chrX	49034097	4
chrX	74905640	5
chrX	77395855	3
chrX	78060186	5
chrX	96381316	2
chrX	97238249	1
chrX	102240860	2
chrX	103271991	4
chrX	103751925	2
chrX	103960970	7
chrX	155270560	2
chrY	9920088	1
chrY	13863084	2
chrY	28786536	1
chrY	59021612	15
chrY	59373566	0
