CHR	END	s_5_1_sequence.WB5
chr1	9886886	6
chr1	38942942	4
chr1	40263264	2
chr1	40775055	4
chr1	43089864	6
chr1	45983243	5
chr1	46262846	3
chr1	47374078	5
chr1	54941830	6
chr1	56050065	3
chr1	106738478	6
chr1	107858079	8
chr1	115696526	6
chr1	144337912	7
chr1	144944896	9
chr1	145292286	17
chr1	151799995	6
chr1	171031386	7
chr1	172254590	6
chr1	176613057	8
chr1	203057588	7
chr1	211666887	8
chr1	228658961	7
chr1	229337380	6
chr1	232869254	4
chr1	234324299	6
chr1	234436150	2
chr1	236625305	4
chr1	236796612	2
chr1	249250621	5
chr2	90248103	5
chr2	92294630	10
chr2	106475100	5
chr2	106535158	1
chr2	135066251	5
chr2	215954190	3
chr2	243199373	4
chr3	4579328	6
chr3	8023874	10
chr3	12984917	4
chr3	14354362	7
chr3	16838971	5
chr3	17180808	11
chr3	18943991	4
chr3	25162967	6
chr3	25986363	4
chr3	26561851	6
chr3	27214522	3
chr3	30888225	6
chr3	30958412	2
chr3	32109088	8
chr3	36683903	6
chr3	37312253	7
chr3	37938074	4
chr3	38349841	19
chr3	39746574	8
chr3	52296374	4
chr3	52689239	1
chr3	83798164	4
chr3	95907380	3
chr3	113954383	4
chr3	124871980	5
chr3	126203039	3
chr3	128300058	7
chr3	138597252	4
chr3	138953980	7
chr3	140865027	11
chr3	141513454	7
chr3	141767398	4
chr3	142119784	9
chr3	151093507	4
chr3	151628509	15
chr3	152077008	4
chr3	165195725	6
chr3	169035222	5
chr3	172798965	8
chr3	177990365	3
chr3	184343368	6
chr3	190904199	8
chr3	190995220	3
chr3	191589163	6
chr3	191772519	4
chr3	193088313	8
chr3	198022430	6
chr4	131541	5
chr4	49077003	3
chr4	49158425	35
chr4	71111213	6
chr4	106605201	7
chr4	111542828	8
chr4	120931276	7
chr4	140781292	4
chr4	190465658	5
chr4	190680182	12
chr4	191154276	6
chr5	14466649	6
chr5	15533867	4
chr5	37557875	6
chr5	38827396	8
chr5	49758057	6
chr5	128819762	4
chr5	137875547	3
chr5	142246435	6
chr5	148110904	5
chr5	154681292	8
chr5	157466185	5
chr5	163294882	6
chr5	163861478	9
chr5	167238771	5
chr5	170189256	7
chr5	173923963	5
chr5	180915260	4
chr6	1801831	3
chr6	2023851	8
chr6	7464916	3
chr6	8227858	7
chr6	8833640	3
chr6	9942865	6
chr6	25053629	8
chr6	26076174	6
chr6	26228425	2
chr6	27648804	6
chr6	30395702	4
chr6	30909675	6
chr6	32670171	3
chr6	34305061	7
chr6	57231114	4
chr6	57553974	9
chr6	120991738	4
chr6	171115067	5
chr7	44208826	8
chr7	71932475	9
chr7	95490190	8
chr7	98330620	11
chr7	113823913	9
chr7	113864076	12
chr7	114039028	26
chr7	117034506	14
chr7	117135615	2
chr7	128569577	13
chr7	129147394	2
chr7	131635815	14
chr7	132844313	3
chr7	152121396	5
chr7	152606036	3
chr7	157583186	5
chr7	158328038	8
chr7	159138663	5
chr8	10318099	4
chr8	21069250	3
chr8	28699408	5
chr8	43780700	4
chr8	49500341	5
chr8	49747495	3
chr8	50764962	2
chr8	67246428	6
chr8	68011617	3
chr8	71219149	5
chr8	71380718	51
chr8	71472762	6
chr8	72053813	50
chr8	72424770	3
chr8	72651829	12
chr8	72801451	37
chr8	74607628	20
chr8	75025197	14
chr8	75170474	51
chr8	75741576	21
chr8	75973844	11
chr8	76877059	19
chr8	78339678	27
chr8	79137018	19
chr8	79465740	7
chr8	80216031	21
chr8	80787364	34
chr8	81151505	25
chr8	81560501	36
chr8	81738166	56
chr8	81799887	38
chr8	83484644	3
chr8	86111495	7
chr8	87081933	3
chr8	87705273	11
chr8	88260292	18
chr8	88630956	8
chr8	89193707	43
chr8	89508037	28
chr8	89871629	23
chr8	90743808	12
chr8	91214155	45
chr8	91648484	7
chr8	92123642	23
chr8	92324703	35
chr8	92555023	18
chr8	98629954	1
chr8	104727526	4
chr8	108028007	1
chr8	108911891	3
chr8	109659227	2
chr8	109761723	3
chr8	110038545	13
chr8	112028347	4
chr8	112342515	10
chr8	112534949	4
chr8	113232145	34
chr8	114361847	25
chr8	115133016	17
chr8	115341118	26
chr8	116543708	35
chr8	116674119	19
chr8	117054078	58
chr8	117748893	22
chr8	118031783	14
chr8	119985646	30
chr8	120553513	48
chr8	120969512	19
chr8	121452715	48
chr8	121553898	24
chr8	124012688	63
chr8	124749202	44
chr8	125524266	21
chr8	125635267	43
chr8	126633899	20
chr8	127090525	8
chr8	127791182	4
chr8	127877414	39
chr8	128220851	28
chr8	128747697	48
chr8	128799503	7
chr8	129092061	49
chr8	129379279	5
chr8	129648578	3
chr8	131496161	7
chr8	132288201	4
chr8	132674437	9
chr8	133417330	2
chr8	137250368	5
chr8	140190609	3
chr8	141352237	5
chr8	142168605	3
chr8	146364022	5
chr9	12555824	4
chr9	15169804	3
chr9	66300715	4
chr9	67826172	10
chr9	68353474	2
chr9	68498744	19
chr9	89143443	5
chr9	91230706	4
chr9	91393959	10
chr9	93120387	3
chr9	100834519	5
chr9	104761460	6
chr9	141213431	5
chr10	8747138	6
chr10	27460643	5
chr10	29578648	6
chr10	33307489	3
chr10	39104770	5
chr10	42402394	45
chr10	50854739	5
chr10	56947638	4
chr10	57805864	6
chr10	58816269	10
chr10	70113384	7
chr10	70654018	4
chr10	72160929	7
chr10	81029986	9
chr10	82273835	7
chr10	82495298	4
chr10	113056620	3
chr10	135534747	4
chr11	56581123	5
chr11	58955175	6
chr11	85409477	5
chr11	93041429	4
chr11	135006516	5
chr12	15544135	5
chr12	19113763	4
chr12	19558679	2
chr12	21716364	4
chr12	28706109	3
chr12	99707769	5
chr12	108029804	6
chr12	112579660	4
chr12	116083782	6
chr12	124019890	2
chr12	133851895	4
chr13	21835270	3
chr13	95021959	4
chr13	115169878	6
chr14	20397970	8
chr14	38053110	6
chr14	39192846	8
chr14	46150681	6
chr14	50153782	4
chr14	51264617	5
chr14	52214931	3
chr14	53083844	10
chr14	56206879	3
chr14	57969409	4
chr14	58487177	12
chr14	64119308	6
chr14	64606288	3
chr14	85490032	6
chr14	92594867	9
chr14	107349540	3
chr15	20198439	4
chr15	22667386	11
chr15	90312865	5
chr15	90905546	3
chr15	102531392	5
chr16	32315215	4
chr16	32542592	10
chr16	33905136	6
chr16	34015824	13
chr16	61663143	5
chr16	68620127	2
chr16	68847557	1
chr16	70836984	2
chr16	71203168	8
chr16	90354753	3
chr17	22226101	3
chr17	26500497	7
chr17	28908956	10
chr17	29202599	6
chr17	37266226	3
chr17	38279811	31
chr17	39600305	16
chr17	40560300	11
chr17	48750375	3
chr17	49502903	6
chr17	60636054	3
chr17	63100438	6
chr17	66550794	9
chr17	66745220	2
chr17	68746536	9
chr17	76740481	6
chr17	78155842	13
chr17	81195210	6
chr18	33308514	4
chr18	44931017	3
chr18	45696423	5
chr18	48964592	3
chr18	54942681	2
chr18	62175088	4
chr18	66697422	3
chr18	78077248	4
chr19	20349363	3
chr19	24496584	1
chr19	43360648	6
chr19	59128983	5
chr20	29912387	9
chr20	32946039	4
chr20	34099291	12
chr20	34443303	6
chr20	37620979	12
chr20	41281402	5
chr20	42066164	17
chr20	44596487	9
chr20	50293224	12
chr20	51112993	10
chr20	57509574	16
chr20	63025520	8
chr21	11044751	8
chr21	11148455	23
chr21	14364426	13
chr21	48129895	4
chr22	21994203	4
chr22	44898210	5
chr22	47581258	4
chr22	51304566	7
chrX	26394942	5
chrX	27541770	4
chrX	30766607	5
chrX	30821905	33
chrX	63651502	5
chrX	66781084	7
chrX	69567874	5
chrX	71228336	3
chrX	74950007	5
chrX	76795617	3
chrX	78081210	6
chrX	90687180	2
chrX	91241840	13
chrX	102210616	2
chrX	103201856	4
chrX	103751925	2
chrX	103971684	9
chrX	155270560	2
chrY	9910066	1
chrY	13863084	3
chrY	28786536	1
chrY	59021612	18
chrY	59373566	0
